text	text_1	label
make it so my paycheck goes directly into my savings account	So my salary can be deposited directly into my savings account	direct_deposit
are you able to switch butter and oil	Can you change the butter and oil	ingredient_substitution
do me a favor and put sharpies on my list for shopping	Do me a favor and put shabby on the shopping list	shopping_list_update
i need to sign up for a new allstate plan	I need to sign a new statewide plan	insurance_change
tell me what time it is right now	Tell me what time it is	time
how long should i cook the ham for	How long should I cook the ham	cook_time
can i get a credit increase for my visa	Can my visa increase my credit	credit_limit_change
how much have i spent eating out this week	How much have I eaten out this week	spending_history
what amount did i spend for food on chase visa on current bill	How much did I spend on the Datong visa for food	transactions
change your language setting to spanish	Change the language setting to Spanish	change_language
make a reminder, pay taxes on monday	By the way, taxes are due on Monday	reminder_update
tell me the meaning of hegemony	Tell me the meaning of hegemony	definition
how low can i reduce my phone bill before paying	How much can I reduce the phone bill before I pay	min_payment
what type of fuel is used for this vehicle	What kind of fuel does this car use	gas_type
help me get my paycheck set up for direct deposit to my chase account	Help me deposit my paycheck directly into my chase account	direct_deposit
what sorts of things can i ask you about	What can I ask you	what_can_i_ask_you
find the next holiday	Looking for the next vacation	next_holiday
discontinue your current task	Stop current task	cancel
what's my pin for my fidelity account	What is the password for my loyalty account	pin_change
check to see if i have any meetings with peter today	See if I have a meeting with Peter today	meeting_schedule
you're talking too fast i need you to slow it down	You speak too fast. I need you to slow down	change_speed
are they any updates on my order	Has my order been updated	order_status
when do i get my next paycheck	When can I get my next salary	payday
yes, that is true	Yes, that's true	yes
please create one alarm for 330 pm and one for 8 pm	Please create an alert for 330 PM and 8 pm	alarm
is there an international charge for using my card in france	Do I have to pay international charges to use my card in France	international_fees
which electrical plug type should i bring with me to finland	What kind of plug should I take to Finland	plug_type
show me all transactions for current statement	Displays all transactions for the current statement	transactions
do i need a new card yet	Do I need a new card	expiration_date
i want you to add milk on my shopping list unless it is already on it	I want you to add milk to my shopping list unless it's already on it	shopping_list_update
what do you think is the meaning of like	"What do you think ""like"" means"	meaning_of_life
who has the tax form that shows my wages	Who has a tax bill showing my salary	w2
search for my routing number for my checking account with wells fargo	Search the routing number of my checking account at Wells Fargo	routing
i have to transfer ten dollars from my bank of america account to my capital one account	I have to transfer $10 from my bank of America account to my capital account	transfer
i would appreciate it if you help me turn the car on	I would appreciate it if you could help me to open the car	smart_home
change name for me	Change my name	change_user_name
i need for you to ask the question again	I need you to ask this question again	repeat
is there any danger going to brazil	Is it dangerous to go to Brazil	travel_alert
